SAMPLE,DESCRIP,NUMBER,TAKEOFF,KILOVOLT,CURRENT,BEAMSIZE,LINE,REL_LINE,Zn_WT_PCT,S_WT_PCT,Ga_WT_PCT,Ge_WT_PCT,Mn_WT_PCT,Co_WT_PCT,Fe_WT_PCT,As_WT_PCT,Se_WT_PCT,Cd_WT_PCT,Cu_WT_PCT,Ni_WT_PCT,Sb_WT_PCT,Ag_WT_PCT,Pb_WT_PCT,TOTAL,Zn_AT_PCT,S_AT_PCT,Ga_AT_PCT,Ge_AT_PCT,Mn_AT_PCT,Co_AT_PCT,Fe_AT_PCT,As_AT_PCT,Se_AT_PCT,Cd_AT_PCT,Cu_AT_PCT,Ni_AT_PCT,Sb_AT_PCT,Ag_AT_PCT,Pb_AT_PCT,FORMULA,BASIS,Zn_FORMULA,S_FORMULA,Ga_FORMULA,Ge_FORMULA,Mn_FORMULA,Co_FORMULA,Fe_FORMULA,As_FORMULA,Se_FORMULA,Cd_FORMULA,Cu_FORMULA,Ni_FORMULA,Sb_FORMULA,Ag_FORMULA,Pb_FORMULA,Zn_CDL99,S_CDL99,Ga_CDL99,Ge_CDL99,Mn_CDL99,Co_CDL99,Fe_CDL99,As_CDL99,Se_CDL99,Cd_CDL99,Cu_CDL99,Ni_CDL99,Sb_CDL99,Ag_CDL99,Pb_CDL99,DATETIME
C22MAH2_ZnS_5,N/A,26,40,20,100,10,361,10,66.386,32.854,-0.003,-0.004,0,-0.002,0.212,-0.001,0.001,0.647,-0.015,-0.026,0.003,0.003,,100.054,49.564,50.008,-0.002,-0.002,0,-0.002,0.185,-0.001,0,0.281,-0.011,-0.022,0.001,0.001,,1,S,0.9911,1,0,-0.0001,0,0,0.0037,0,0,0.0056,-0.0002,-0.0004,0,0,,0.0272,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.0181,0.0178,0.0103,0.0106,0.018,,11/30/2017
C22MAH2_ZnS_5,N/A,26,40,20,100,10,364,13,66.861,31.62,-0.003,-0.002,-0.006,-0.008,0.195,0.031,0.048,0.478,0.083,0.035,-0.027,-0.041,,99.264,50.666,48.851,-0.002,-0.002,-0.005,-0.007,0.173,0.02,0.03,0.211,0.064,0.029,-0.011,-0.019,,1,S,1.0372,1,0,0,-0.0001,-0.0001,0.0035,0.0004,0.0006,0.0043,0.0013,0.0006,-0.0002,-0.0004,,0.0272,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0087,0.0077,0.0181,0.0178,0.0101,0.0106,0.018,,12/1/2017
C22MAH2_ZnS_5,N/A,26,40,20,100,10,365,14,67.151,33.291,0.005,-0.001,0.003,0.002,0.205,0.011,-0.001,0.585,-0.005,-0.028,0.014,0.001,,101.231,49.524,50.056,0.003,-0.001,0.003,0.001,0.177,0.007,-0.001,0.251,-0.004,-0.023,0.006,0.001,,1,S,0.9894,1,0.0001,0,0.0001,0,0.0035,0.0001,0,0.005,-0.0001,-0.0005,0.0001,0,,0.0272,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.0181,0.0178,0.0103,0.0106,0.018,,12/1/2017
C22MAH2_ZnS_5,N/A,26,40,20,100,10,366,15,66.707,33.312,-0.005,0.002,0.001,0.002,0.208,0.006,0,0.56,-0.024,-0.029,0.001,0.005,,100.745,49.361,50.254,-0.003,0.001,0.001,0.001,0.18,0.004,0,0.241,-0.019,-0.024,0,0.002,,1,S,0.9822,1,-0.0001,0,0,0,0.0036,0.0001,0,0.0048,-0.0004,-0.0005,0,0,,0.0272,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.0181,0.0178,0.0103,0.0106,0.018,,12/1/2017
C55STJ4_ZnS_2,N/A,27,40,20,100,10,367,1,65.74,33.303,-0.001,0.008,0.001,0.004,0.204,-0.001,-0.007,0.633,-0.011,-0.022,0.018,0.009,,99.878,48.976,50.583,-0.001,0.005,0.001,0.004,0.178,-0.001,-0.004,0.274,-0.008,-0.018,0.007,0.004,,1,S,0.9682,1,0,0.0001,0,0.0001,0.0035,0,-0.0001,0.0054,-0.0002,-0.0004,0.0001,0.0001,,0.0272,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.0181,0.0178,0.0103,0.0106,0.018,,12/1/2017
C55STJ4_ZnS_2,N/A,27,40,20,100,10,368,2,66.571,33.28,0.001,0.001,0,0.003,0.201,-0.02,-0.016,0.572,-0.014,-0.039,-0.003,-0.006,,100.533,49.348,50.296,0.001,0.001,0,0.003,0.175,-0.013,-0.01,0.247,-0.011,-0.032,-0.001,-0.003,,1,S,0.9812,1,0,0,0,0.0001,0.0035,-0.0003,-0.0002,0.0049,-0.0002,-0.0006,0,-0.0001,,0.0272,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.0181,0.0178,0.0103,0.0106,0.018,,12/1/2017
C55STJ4_ZnS_2,N/A,27,40,20,100,10,370,4,64.639,34.141,-0.001,-0.014,-0.005,-0.002,0.211,0.017,0.017,0.769,-0.092,-0.076,0.064,0.103,,99.772,47.929,51.612,-0.001,-0.01,-0.005,-0.001,0.183,0.011,0.011,0.332,-0.07,-0.063,0.026,0.046,,1,S,0.9286,1,0,-0.0002,-0.0001,0,0.0036,0.0002,0.0002,0.0064,-0.0014,-0.0012,0.0005,0.0009,,0.0272,0.0042,0.0067,0.0088,0.0035,0.0038,0.0035,0.0085,0.0075,0.0181,0.0178,0.0104,0.0106,0.018,,12/1/2017
C55STJ4_ZnS_2,N/A,27,40,20,100,10,371,5,66.461,33.273,-0.001,-0.004,-0.002,0.002,0.209,-0.012,-0.012,0.623,-0.027,-0.034,0.009,0.001,,100.486,49.297,50.316,-0.001,-0.003,-0.002,0.001,0.182,-0.008,-0.008,0.269,-0.02,-0.028,0.004,0,,1,S,0.9797,1,0,-0.0001,0,0,0.0036,-0.0002,-0.0002,0.0053,-0.0004,-0.0006,0.0001,0,,0.0272,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.0181,0.0178,0.0103,0.0106,0.018,,12/1/2017
C55STJ4_ZnS_3,N/A,28,40,20,100,10,373,2,66.593,33.842,0.001,0.003,0,0,0.241,-0.003,-0.005,0.661,-0.031,-0.049,0.027,0.035,,101.315,48.893,50.657,0.001,0.002,0,0,0.207,-0.002,-0.003,0.282,-0.024,-0.04,0.011,0.016,,1,S,0.9652,1,0,0,0,0,0.0041,0,-0.0001,0.0056,-0.0005,-0.0008,0.0002,0.0003,,0.0272,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.0181,0.0178,0.0103,0.0106,0.018,,12/1/2017
C55S1J4_S1_TestGrain,N/A,3,40,20,100,10,161,1,66.059,33.89,0.036,0.005,0,0.015,0.183,0.002,0.002,0.205,0.016,0.006,0.013,-0.001,,100.429,48.727,50.964,0.025,0.004,0,0.012,0.158,0.001,0.001,0.088,0.012,0.005,0.005,-0.001,,1,S,0.9561,1,0.0005,0.0001,0,0.0002,0.0031,0,0,0.0017,0.0002,0.0001,0.0001,0,,0.0281,0.0043,0.0073,0.0097,0.0035,0.01,0.0036,0.0082,0.0071,0.0178,0.0062,0.0101,0.0106,0.0178,,11/7/2018
C55S1J4_S1_TestGrain,N/A,3,40,20,100,10,162,2,66.039,33.871,0.029,0.004,0.002,0.008,0.186,0.002,0.003,0.229,0.008,0.012,0.013,-0.007,,100.397,48.733,50.957,0.02,0.002,0.001,0.006,0.161,0.001,0.002,0.098,0.006,0.01,0.005,-0.003,,1,S,0.9564,1,0.0004,0,0,0.0001,0.0032,0,0,0.0019,0.0001,0.0002,0.0001,-0.0001,,0.0281,0.0043,0.0073,0.0097,0.0035,0.01,0.0036,0.0082,0.0071,0.0178,0.0062,0.0101,0.0106,0.0178,,11/7/2018
C55S1J4_S1_TestGrain,N/A,3,40,20,100,10,163,3,65.914,33.858,0.028,0.013,0.004,0.01,0.177,0.007,0.009,0.2,0.009,0.006,0.005,0,,100.24,48.699,50.998,0.019,0.009,0.003,0.008,0.153,0.005,0.005,0.086,0.007,0.005,0.002,0,,1,S,0.9549,1,0.0004,0.0002,0.0001,0.0002,0.003,0.0001,0.0001,0.0017,0.0001,0.0001,0,0,,0.0281,0.0043,0.0073,0.0097,0.0035,0.01,0.0036,0.0082,0.0071,0.0178,0.0062,0.0101,0.0106,0.0178,,11/7/2018
C55S1J4_S1_TestGrain,N/A,3,40,20,100,10,164,4,66.272,33.98,0.055,0.014,0.001,0.02,0.191,0.004,0.007,0.154,0.04,0.015,0.016,0.012,,100.782,48.718,50.926,0.038,0.009,0.001,0.016,0.164,0.003,0.004,0.066,0.03,0.012,0.006,0.006,,1,S,0.9566,1,0.0007,0.0002,0,0.0003,0.0032,0.0001,0.0001,0.0013,0.0006,0.0002,0.0001,0.0001,,0.0281,0.0043,0.0073,0.0097,0.0035,0.01,0.0036,0.0082,0.0071,0.0178,0.0062,0.0101,0.0106,0.0178,,11/7/2018
C12ADM2_S2_I1,N/A,5,40,20,100,10,170,1,66.016,32.701,0.018,0.051,0.002,0.017,0.166,-0.004,-0.011,0.174,0.091,0.004,-0.021,-0.014,,99.188,49.588,50.078,0.012,0.034,0.002,0.014,0.146,-0.003,-0.007,0.076,0.07,0.003,-0.008,-0.006,,1,S,0.9902,1,0.0002,0.0007,0,0.0003,0.0029,-0.0001,-0.0001,0.0015,0.0014,0.0001,-0.0002,-0.0001,,0.0277,0.0042,0.0073,0.0096,0.0035,0.0099,0.0035,0.0082,0.0071,0.0176,0.0061,0.01,0.0105,0.0177,,11/7/2018
C12ADM2_S2_I1,N/A,5,40,20,100,10,171,2,66.439,33.392,0.009,0.079,0.002,0.013,0.126,0.018,0.016,0.16,0.126,0.009,0.013,0.002,,100.404,49.203,50.416,0.006,0.053,0.002,0.011,0.109,0.012,0.01,0.069,0.096,0.008,0.005,0.001,,1,S,0.9759,1,0.0001,0.001,0,0.0002,0.0022,0.0002,0.0002,0.0014,0.0019,0.0002,0.0001,0,,0.0277,0.0042,0.0073,0.0096,0.0035,0.0099,0.0036,0.0082,0.007,0.0176,0.0061,0.01,0.0105,0.0177,,11/7/2018
C12ADM2_S2_I1,N/A,5,40,20,100,10,172,3,66.52,33.4,0.013,0.052,0.003,0.02,0.203,0.022,0.014,0.208,0.086,0.009,0.007,0.013,,100.57,49.202,50.365,0.009,0.035,0.003,0.016,0.176,0.014,0.009,0.089,0.065,0.008,0.003,0.006,,1,S,0.9769,1,0.0002,0.0007,0.0001,0.0003,0.0035,0.0003,0.0002,0.0018,0.0013,0.0002,0.0001,0.0001,,0.0277,0.0042,0.0073,0.0096,0.0035,0.0099,0.0036,0.0082,0.007,0.0176,0.0061,0.01,0.0105,0.0177,,11/7/2018
C12ADM2_S2_I1,N/A,5,40,20,100,10,173,4,66.329,33.301,0.001,0.065,0.002,0.006,0.152,0.017,0.009,0.218,0.098,0.002,0.013,0.015,,100.229,49.229,50.388,0.001,0.044,0.002,0.005,0.132,0.011,0.006,0.094,0.075,0.002,0.005,0.007,,1,S,0.977,1,0,0.0009,0,0.0001,0.0026,0.0002,0.0001,0.0019,0.0015,0,0.0001,0.0001,,0.0277,0.0042,0.0073,0.0096,0.0035,0.0099,0.0036,0.0082,0.007,0.0176,0.0061,0.01,0.0105,0.0177,,11/7/2018
C12ADM2_S2_I3,N/A,6,40,20,100,10,174,1,64.253,33.887,0.035,0.037,0,0.034,0.191,0.099,0.095,0.267,0.03,0.03,0.035,0.052,,99.045,47.914,51.518,0.025,0.025,0,0.028,0.166,0.064,0.059,0.116,0.023,0.025,0.014,0.023,,1,S,0.93,1,0.0005,0.0005,0,0.0006,0.0032,0.0012,0.0011,0.0022,0.0005,0.0005,0.0003,0.0005,,0.0276,0.0042,0.0072,0.0096,0.0035,0.0099,0.0036,0.0081,0.007,0.0176,0.0061,0.0101,0.0105,0.0177,,11/7/2018
C12ADM2_S2_I3,N/A,6,40,20,100,10,175,2,64.907,32.973,0.038,0.032,0.003,0.018,0.155,0.036,0.025,0.147,0.071,0.005,0.017,0.006,,98.435,48.938,50.685,0.027,0.022,0.003,0.015,0.137,0.024,0.016,0.064,0.055,0.004,0.007,0.003,,1,S,0.9655,1,0.0005,0.0004,0.0001,0.0003,0.0027,0.0005,0.0003,0.0013,0.0011,0.0001,0.0001,0.0001,,0.0276,0.0042,0.0073,0.0096,0.0035,0.0099,0.0035,0.0082,0.007,0.0176,0.0061,0.01,0.0105,0.0177,,11/7/2018
C12ADM2_S2_I3,N/A,6,40,20,100,10,176,3,64.804,33.446,0.035,0.021,0.001,0.014,0.167,0.017,0.018,0.165,0.024,0.006,0.016,0.01,,98.746,48.568,51.104,0.024,0.014,0.001,0.012,0.147,0.011,0.011,0.072,0.019,0.005,0.007,0.005,,1,S,0.9504,1,0.0005,0.0003,0,0.0002,0.0029,0.0002,0.0002,0.0014,0.0004,0.0001,0.0001,0.0001,,0.0276,0.0042,0.0072,0.0096,0.0035,0.0099,0.0036,0.0081,0.007,0.0176,0.0061,0.01,0.0105,0.0176,,11/7/2018
C12ADM2_S2_I3,N/A,6,40,20,100,10,177,4,65.146,33.355,0.061,0.037,0.002,0.015,0.145,0.02,0.025,0.138,0.074,0.012,0.019,0.005,,99.053,48.745,50.882,0.043,0.025,0.002,0.012,0.127,0.013,0.016,0.06,0.057,0.01,0.008,0.002,,1,S,0.958,1,0.0008,0.0005,0,0.0002,0.0025,0.0003,0.0003,0.0012,0.0011,0.0002,0.0001,0,,0.0276,0.0042,0.0073,0.0096,0.0035,0.0099,0.0035,0.0081,0.007,0.0176,0.0061,0.01,0.0105,0.0176,,11/7/2018
C12ADM2_S2_I8,N/A,7,40,20,100,10,179,2,65.41,33.334,0.009,0.015,0.003,0.015,0.174,0.012,0.015,0.411,-0.01,0.006,0.014,-0.002,,99.407,48.857,50.761,0.007,0.01,0.003,0.012,0.152,0.008,0.009,0.178,-0.008,0.005,0.005,-0.001,,1,S,0.9625,1,0.0001,0.0002,0.0001,0.0002,0.003,0.0002,0.0002,0.0035,-0.0002,0.0001,0.0001,0,,0.0276,0.0042,0.0073,0.0096,0.0035,0.0099,0.0036,0.0082,0.007,0.0176,0.0061,0.01,0.0105,0.0177,,11/7/2018
C12ADM2_S2_I8,N/A,7,40,20,100,10,180,3,65.469,33.299,0.004,0.014,-0.001,0.004,0.186,0.008,0.012,0.525,-0.01,0.005,0.018,0.003,,99.538,48.884,50.691,0.003,0.01,-0.001,0.004,0.162,0.005,0.007,0.228,-0.007,0.005,0.007,0.001,,1,S,0.9644,1,0.0001,0.0002,0,0.0001,0.0032,0.0001,0.0001,0.0045,-0.0002,0.0001,0.0001,0,,0.0277,0.0042,0.0073,0.0096,0.0035,0.0099,0.0036,0.0082,0.007,0.0176,0.0061,0.01,0.0105,0.0177,,11/7/2018
C22MAH2_S1_I1_subI1,N/A,8,40,20,100,10,181,1,65.793,33.054,0.035,0.003,0.002,0.025,0.172,0.017,0.021,0.209,0.02,0.02,0.001,-0.012,,99.358,49.233,50.427,0.024,0.002,0.001,0.021,0.15,0.011,0.013,0.091,0.016,0.016,0,-0.005,,1,S,0.9763,1,0.0005,0,0,0.0004,0.003,0.0002,0.0003,0.0018,0.0003,0.0003,0,-0.0001,,0.0276,0.0042,0.0073,0.0096,0.0035,0.0099,0.0035,0.0082,0.007,0.0176,0.0061,0.01,0.0105,0.0176,,11/7/2018
C22MAH2_S1_I1_subI1,N/A,8,40,20,100,10,182,2,65.405,32.312,0.026,-0.006,-0.002,0.036,0.179,0.009,0.01,0.22,-0.005,0.02,-0.015,-0.003,,98.186,49.663,50.02,0.018,-0.004,-0.002,0.03,0.159,0.006,0.006,0.097,-0.004,0.017,-0.006,-0.001,,1,S,0.9929,1,0.0004,-0.0001,0,0.0006,0.0032,0.0001,0.0001,0.0019,-0.0001,0.0003,-0.0001,0,,0.0276,0.0042,0.0073,0.0096,0.0035,0.0099,0.0035,0.0082,0.007,0.0176,0.0061,0.01,0.0105,0.0176,,11/7/2018
C22MAH2_S1_I1_subI2,N/A,9,40,20,100,10,183,1,65.855,32.926,0.034,0.012,0.004,0.016,0.17,0.003,0.002,0.164,0.028,0.009,0.001,0.01,,99.234,49.37,50.323,0.024,0.008,0.004,0.013,0.149,0.002,0.001,0.071,0.021,0.008,0,0.004,,1,S,0.9811,1,0.0005,0.0002,0.0001,0.0003,0.003,0,0,0.0014,0.0004,0.0002,0,0.0001,,0.0276,0.0042,0.0073,0.0096,0.0035,0.0099,0.0035,0.0082,0.007,0.0176,0.0061,0.01,0.0105,0.0176,,11/7/2018
C22MAH2_S1_I1_subI2,N/A,9,40,20,100,10,184,2,60.828,34.217,0.007,0.001,0.006,0.016,3.31,0.02,0.01,0.281,0.008,0.015,0.001,-0.011,,98.709,45.157,51.788,0.005,0.001,0.005,0.013,2.876,0.013,0.006,0.121,0.006,0.012,0,-0.005,,1,S,0.872,1,0.0001,0,0.0001,0.0003,0.0555,0.0003,0.0001,0.0023,0.0001,0.0002,0,-0.0001,,0.0276,0.0042,0.0072,0.0095,0.0035,0.01,0.0036,0.008,0.0069,0.0175,0.0061,0.0104,0.0104,0.0176,,11/7/2018
C22MAH2_S1_I1_subI2,N/A,9,40,20,100,10,185,3,65.838,32.906,0.014,0.002,0.002,0.03,0.187,0.001,0.014,0.319,-0.003,0.018,0.012,-0.007,,99.332,49.35,50.286,0.01,0.001,0.001,0.025,0.164,0.001,0.009,0.139,-0.003,0.015,0.005,-0.003,,1,S,0.9814,1,0.0002,0,0,0.0005,0.0033,0,0.0002,0.0028,-0.0001,0.0003,0.0001,-0.0001,,0.0276,0.0042,0.0073,0.0096,0.0035,0.0099,0.0036,0.0082,0.007,0.0176,0.0061,0.01,0.0105,0.0176,,11/7/2018
C22MAH2_S1_I1_subI2,N/A,9,40,20,100,10,186,4,65.912,32.894,0.022,0.006,-0.003,0.016,0.184,0.002,0.001,0.247,0.007,0.013,0.003,0.003,,99.306,49.409,50.271,0.015,0.004,-0.002,0.013,0.161,0.001,0.001,0.108,0.005,0.01,0.001,0.001,,1,S,0.9828,1,0.0003,0.0001,0,0.0003,0.0032,0,0,0.0021,0.0001,0.0002,0,0,,0.0276,0.0042,0.0073,0.0096,0.0035,0.0099,0.0035,0.0082,0.007,0.0176,0.0061,0.01,0.0105,0.0176,,11/7/2018
C22MAH2_S1_I1_subI4,N/A,10,40,20,100,10,187,1,66.289,33.099,0.042,0,0.001,0.037,0.199,0.033,0.032,0.241,0.009,0.024,0.014,0.013,,100.032,49.348,50.235,0.029,0,0.001,0.03,0.174,0.021,0.02,0.104,0.007,0.02,0.005,0.006,,1,S,0.9823,1,0.0006,0,0,0.0006,0.0035,0.0004,0.0004,0.0021,0.0001,0.0004,0.0001,0.0001,,0.0276,0.0042,0.0073,0.0096,0.0035,0.0099,0.0035,0.0082,0.007,0.0176,0.0061,0.01,0.0105,0.0176,,11/7/2018
C22MAH2_S1_I1_subI4,N/A,10,40,20,100,10,188,2,66.074,33.188,0.007,0.003,0.003,0.007,0.225,0.004,-0.002,0.711,-0.014,0.01,0.01,0.009,,100.237,49.146,50.328,0.005,0.002,0.003,0.005,0.196,0.003,-0.001,0.308,-0.011,0.008,0.004,0.004,,1,S,0.9765,1,0.0001,0,0.0001,0.0001,0.0039,0.0001,0,0.0061,-0.0002,0.0002,0.0001,0.0001,,0.0277,0.0042,0.0073,0.0096,0.0035,0.0099,0.0036,0.0082,0.007,0.0176,0.0061,0.0101,0.0105,0.0177,,11/7/2018
C22MAH2_S1_I1_subI4,N/A,10,40,20,100,10,189,3,66.288,33.368,0.054,0.016,0,0.011,0.168,0.017,0.013,0.168,0.049,0.008,0.004,0,,100.163,49.185,50.475,0.037,0.011,0,0.009,0.146,0.011,0.008,0.072,0.037,0.007,0.002,0,,1,S,0.9744,1,0.0007,0.0002,0,0.0002,0.0029,0.0002,0.0002,0.0014,0.0007,0.0001,0,0,,0.0276,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0082,0.007,0.0176,0.0061,0.01,0.0105,0.0176,,11/7/2018
C22MAH2_S1_I4,N/A,11,40,20,100,10,190,1,65.257,32.604,0.054,0.057,0.004,0.006,0.174,-0.017,-0.016,0.101,0.107,0.01,0.008,-0.007,,98.341,49.364,50.282,0.038,0.039,0.004,0.005,0.154,-0.011,-0.01,0.044,0.083,0.008,0.003,-0.003,,1,S,0.9817,1,0.0008,0.0008,0.0001,0.0001,0.0031,-0.0002,-0.0002,0.0009,0.0017,0.0002,0.0001,-0.0001,,0.0276,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0082,0.0071,0.0176,0.0061,0.01,0.0105,0.0176,,11/7/2018
C22MAH2_S1_I4,N/A,11,40,20,100,10,191,2,65.122,33.279,0.071,0.049,0.008,0,0.197,0.001,-0.003,0.169,0.117,0.008,0.017,0.006,,99.038,48.76,50.8,0.05,0.033,0.007,0,0.172,0,-0.002,0.073,0.09,0.006,0.007,0.003,,1,S,0.9598,1,0.001,0.0006,0.0001,0,0.0034,0,0,0.0014,0.0018,0.0001,0.0001,0.0001,,0.0276,0.0042,0.0073,0.0096,0.0035,0.0099,0.0036,0.0082,0.007,0.0176,0.0061,0.01,0.0105,0.0177,,11/7/2018
C22MAH2_S1_I9_subI1,N/A,12,40,20,100,10,192,1,66.227,33.476,0.027,0.016,0,0.014,0.219,0.01,0.009,0.159,0.034,0.013,0.02,0.017,,100.24,49.07,50.568,0.019,0.011,0,0.011,0.19,0.007,0.005,0.069,0.026,0.01,0.008,0.007,,1,S,0.9704,1,0.0004,0.0002,0,0.0002,0.0038,0.0001,0.0001,0.0014,0.0005,0.0002,0.0002,0.0001,,0.0276,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0082,0.007,0.0176,0.0061,0.01,0.0105,0.0176,,11/7/2018
C22MAH2_S1_I9_subI1,N/A,12,40,20,100,10,193,2,66.46,33.461,0.007,0.005,-0.001,0.013,0.21,0.017,0.016,0.507,-0.012,0.01,0.021,0.011,,100.725,49.125,50.424,0.005,0.003,-0.001,0.011,0.182,0.011,0.01,0.218,-0.009,0.008,0.008,0.005,,1,S,0.9742,1,0.0001,0.0001,0,0.0002,0.0036,0.0002,0.0002,0.0043,-0.0002,0.0002,0.0002,0.0001,,0.0276,0.0042,0.0073,0.0096,0.0035,0.0099,0.0036,0.0082,0.007,0.0176,0.0061,0.01,0.0105,0.0176,,11/7/2018
C22MAH2_S1_I9_subI2,N/A,13,40,20,100,10,194,1,66.495,33.193,0.042,0.008,-0.002,0.01,0.156,0.003,0.006,0.156,0.029,0.012,0.01,0.007,,100.124,49.419,50.293,0.029,0.005,-0.002,0.008,0.136,0.002,0.003,0.067,0.023,0.01,0.004,0.003,,1,S,0.9826,1,0.0006,0.0001,0,0.0002,0.0027,0,0.0001,0.0013,0.0004,0.0002,0.0001,0.0001,,0.0276,0.0042,0.0073,0.0096,0.0035,0.0099,0.0036,0.0082,0.007,0.0176,0.0061,0.01,0.0105,0.0177,,11/7/2018
C22MAH2_S1_I9_subI2,N/A,13,40,20,100,10,195,2,66.113,33.171,0.044,0.01,0,0.02,0.154,0,0.001,0.148,0.034,0.01,0.013,-0.006,,99.714,49.29,50.418,0.031,0.007,0,0.017,0.135,0,0.001,0.064,0.026,0.009,0.005,-0.003,,1,S,0.9776,1,0.0006,0.0001,0,0.0003,0.0027,0,0,0.0013,0.0005,0.0002,0.0001,-0.0001,,0.0276,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0082,0.007,0.0176,0.0061,0.01,0.0105,0.0176,,11/7/2018
C22MAH2_S1_I9_subI2,N/A,13,40,20,100,10,196,3,66.459,33.306,0.041,0.012,-0.001,0.004,0.156,0.001,0.012,0.176,0.035,0.012,0.014,-0.007,,100.219,49.317,50.386,0.029,0.008,-0.001,0.003,0.135,0.001,0.007,0.076,0.027,0.01,0.005,-0.003,,1,S,0.9788,1,0.0006,0.0002,0,0.0001,0.0027,0,0.0001,0.0015,0.0005,0.0002,0.0001,-0.0001,,0.0276,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0082,0.007,0.0176,0.0061,0.01,0.0105,0.0176,,11/7/2018
C22MAH2_S1_I9_subI2,N/A,13,40,20,100,10,197,4,66.241,33.337,0.039,0.014,0.002,0.009,0.155,0.011,0.012,0.148,0.031,0.008,0.015,-0.004,,100.017,49.213,50.494,0.027,0.009,0.001,0.007,0.135,0.007,0.007,0.064,0.024,0.007,0.006,-0.002,,1,S,0.9746,1,0.0005,0.0002,0,0.0001,0.0027,0.0001,0.0001,0.0013,0.0005,0.0001,0.0001,0,,0.0276,0.0042,0.0073,0.0096,0.0035,0.0099,0.0035,0.0082,0.007,0.0176,0.0061,0.01,0.0105,0.0177,,11/7/2018
C22MAH2_S1_I9_subI2,N/A,13,40,20,100,10,198,5,66.475,33.371,0.03,0.009,-0.002,0.022,0.162,0.014,0.007,0.138,0.029,0.012,0.015,-0.003,,100.279,49.275,50.431,0.021,0.006,-0.001,0.018,0.141,0.009,0.005,0.059,0.022,0.01,0.006,-0.001,,1,S,0.9771,1,0.0004,0.0001,0,0.0004,0.0028,0.0002,0.0001,0.0012,0.0004,0.0002,0.0001,0,,0.0276,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0082,0.007,0.0176,0.0061,0.01,0.0105,0.0176,,11/7/2018
C22MAH2_S1_I9_subI2,N/A,13,40,20,100,10,199,6,66.46,33.401,0.036,0.003,0.001,0.021,0.146,0.009,0.009,0.157,0.028,0.003,0.012,0.002,,100.288,49.254,50.466,0.025,0.002,0.001,0.017,0.127,0.006,0.005,0.067,0.021,0.002,0.005,0.001,,1,S,0.976,1,0.0005,0,0,0.0003,0.0025,0.0001,0.0001,0.0013,0.0004,0,0.0001,0,,0.0276,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0082,0.007,0.0176,0.0061,0.01,0.0105,0.0176,,11/7/2018
C22MAH2_S1_I9_subI2,N/A,13,40,20,100,10,200,7,66.517,33.289,0.024,0.002,-0.001,0.025,0.151,0.006,0.009,0.192,0.018,0.003,0.007,0.005,,100.245,49.358,50.361,0.017,0.001,-0.001,0.021,0.131,0.004,0.006,0.083,0.014,0.002,0.003,0.002,,1,S,0.9801,1,0.0003,0,0,0.0004,0.0026,0.0001,0.0001,0.0016,0.0003,0,0.0001,0,,0.0276,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0082,0.007,0.0176,0.0061,0.01,0.0105,0.0176,,11/7/2018
C22MAH2_S1_I9_subI2,N/A,13,40,20,100,10,201,8,66.616,33.473,0.006,-0.003,-0.001,0.023,0.18,0.007,0.014,0.473,-0.01,0.007,0.011,-0.006,,100.791,49.203,50.405,0.004,-0.002,-0.001,0.019,0.156,0.004,0.009,0.203,-0.007,0.006,0.004,-0.003,,1,S,0.9762,1,0.0001,0,0,0.0004,0.0031,0.0001,0.0002,0.004,-0.0001,0.0001,0.0001,-0.0001,,0.0276,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0082,0.007,0.0176,0.0061,0.01,0.0105,0.0176,,11/7/2018
C22MAH2_S1_I9_subI2,N/A,13,40,20,100,10,202,9,66.259,33.449,0.013,0.008,0,0.017,0.166,0.015,0.012,0.402,-0.003,-0.001,0.012,-0.005,,100.343,49.102,50.536,0.009,0.005,0,0.014,0.144,0.009,0.007,0.173,-0.002,-0.001,0.005,-0.002,,1,S,0.9716,1,0.0002,0.0001,0,0.0003,0.0029,0.0002,0.0001,0.0034,0,0,0.0001,0,,0.0276,0.0042,0.0073,0.0096,0.0035,0.0099,0.0036,0.0082,0.007,0.0176,0.0061,0.0102,0.0105,0.0177,,11/7/2018
